origin,product,perc,sum_kg_product,category
GUIPUZCOA,CAÑADILLA,0.01,1229,Marisco
GUIPUZCOA,CANGREJO,0.14,18580,Marisco
GUIPUZCOA,CARACOLES,0.04,4763,Marisco
GUIPUZCOA,CARBONERO,1.5,197870,Pescado
GUIPUZCOA,CAZON,0.31,40856,Pescado
GUIPUZCOA,CENTOLLA,0.19,24698,Marisco
GUIPUZCOA,CHERNAS,0.01,1926,Pescado
GUIPUZCOA,CHIPIRONES,0.87,114626,Pescado
GUIPUZCOA,CHIPIRONES,0,500,Pescado congelado
GUIPUZCOA,CHIRLA,0.08,9903,Marisco
GUIPUZCOA,CHOCHAS,0,652,Marisco
GUIPUZCOA,CIGALAS,0.06,7325,Marisco
GUIPUZCOA,COCOCHAS,0.89,117679,Pescado
GUIPUZCOA,CONCHA,0.01,710,Marisco
GUIPUZCOA,CONGELADOS,0.13,17600,Verdura
GUIPUZCOA,CONGRIO,3.06,403929,Pescado
GUIPUZCOA,CONSERVAS,0.02,2500,Pescado
GUIPUZCOA,COQUINAS,0.11,14251,Marisco
GUIPUZCOA,CORVINA,0.06,7536,Pescado
GUIPUZCOA,CORVINA,0.03,3663,Pescado congelado
GUIPUZCOA,CROQUETAS,0.04,5153,Pescado congelado
GUIPUZCOA,DENTON,0,216,Pescado
GUIPUZCOA,DORADA,2.93,386312,Pescado
GUIPUZCOA,ELABORADOS,10.86,1432958,Pescado congelado
GUIPUZCOA,EMPANADILLAS,0.04,5925,Pescado congelado
GUIPUZCOA,EMPERADOR,0.03,4580,Pescado
GUIPUZCOA,ESTORNINOS,0,220,Pescado
GUIPUZCOA,FANECAS,1.46,193061,Pescado
GUIPUZCOA,GALLINAS,0.03,4500,Pescado
GUIPUZCOA,GALLO,3,396103,Pescado
GUIPUZCOA,GALLOS,0,300,Pescado congelado
GUIPUZCOA,GAMBA,0,187,Pescado congelado
GUIPUZCOA,GAMBAS,0.09,11337,Marisco
GUIPUZCOA,GULA,0.02,2947,Pescado
GUIPUZCOA,GULA,0,63,Pescado congelado
GUIPUZCOA,HALIBUT,0,314,Pescado congelado
GUIPUZCOA,HUEVAS,0.11,14620,Pescado
GUIPUZCOA,JIBIA,0.5,65957,Pescado
GUIPUZCOA,JIBIA,0,235,Pescado congelado
GUIPUZCOA,JUREL,0.9,118188,Pescado
GUIPUZCOA,KIWI,0.05,6435,Fruta
GUIPUZCOA,LANGOSTAS,0.01,1942,Marisco
GUIPUZCOA,LANGOSTINO,0.08,10503,Marisco
GUIPUZCOA,LANGOSTINO,0.02,2706,Pescado congelado
GUIPUZCOA,LENGUADINA,0.82,107956,Pescado
GUIPUZCOA,LENGUADO,2.45,322963,Pescado
GUIPUZCOA,LENGUADO,0,190,Pescado congelado
GUIPUZCOA,LIBA,0.02,2407,Pescado
GUIPUZCOA,LIRIO,0,216,Pescado
GUIPUZCOA,LISA,0,176,Pescado
GUIPUZCOA,LUBINA,1.65,217396,Pescado
GUIPUZCOA,LUBINA,0.05,6520,Pescado congelado
GUIPUZCOA,LULAS,0,170,Pescado
GUIPUZCOA,MAGRE,0,450,Pescado
GUIPUZCOA,MARRAJOS,0.13,17532,Pescado
GUIPUZCOA,MARUCA,0.05,7152,Pescado
GUIPUZCOA,MEJILLON,0.22,28762,Marisco
GUIPUZCOA,MERLUZA,19.31,2547759,Pescado
GUIPUZCOA,MERLUZA,1.31,173166,Pescado congelado
GUIPUZCOA,MERO,0.03,4025,Pescado
GUIPUZCOA,MUJOL,0.01,1846,Pescado
GUIPUZCOA,MUSLITOS,0.02,2576,Pescado congelado
GUIPUZCOA,NAVAJA,0.05,6299,Marisco
GUIPUZCOA,NAVAJAS,0.03,4600,Marisco
GUIPUZCOA,NECORAS,0.2,26627,Marisco
GUIPUZCOA,OBLADA,0,237,Pescado
GUIPUZCOA,OSTRA,0.04,4822,Marisco
GUIPUZCOA,PALITOS,0.05,6439,Pescado congelado
GUIPUZCOA,PALOMETA,0.01,1267,Pescado
GUIPUZCOA,PALOMETA-JAPUTA,0.03,4472,Pescado
GUIPUZCOA,PARGO,0.06,7307,Pescado
GUIPUZCOA,PATATA,0.6,79020,Patata
GUIPUZCOA,PAVO,0.05,7000,Pollo
GUIPUZCOA,PERCA,3.59,473848,Pescado
GUIPUZCOA,PERCA,0,100,Pescado congelado
GUIPUZCOA,PERCEBE,0.11,14160,Marisco
GUIPUZCOA,PERLA,0,176,Pescado
GUIPUZCOA,PESCADILLA,2.05,271125,Pescado
GUIPUZCOA,PEZ ESPADA,0.56,73617,Pescado
GUIPUZCOA,PEZ ESPADA,0.02,2000,Pescado congelado
GUIPUZCOA,PLATIJA,1.01,133035,Pescado
GUIPUZCOA,POLLO,0.06,8200,Pollo
GUIPUZCOA,PORCINO,0.04,5400,Carne
GUIPUZCOA,POTA,0.05,6865,Pescado
GUIPUZCOA,PULPO,0.22,29666,Pescado
GUIPUZCOA,PULPO,0.01,900,Pescado congelado
GUIPUZCOA,QUISQUILLA,0.02,2312,Marisco
GUIPUZCOA,RAPE,1.14,150831,Pescado
GUIPUZCOA,RAYA,0.47,62166,Pescado
GUIPUZCOA,REJO,0,30,Pescado congelado
GUIPUZCOA,RELOJES,0,325,Pescado
GUIPUZCOA,RODABALLO,0.57,74816,Pescado
GUIPUZCOA,ROSADA,0.03,4428,Pescado
GUIPUZCOA,SABLE,0.03,4010,Pescado
GUIPUZCOA,SALAZONES,0,623,Pescado
GUIPUZCOA,SALEMAS,0.01,1380,Pescado
GUIPUZCOA,SALMON,6.75,891033,Pescado
GUIPUZCOA,SALMON,0.16,20510,Pescado congelado
GUIPUZCOA,SALMONETE,0.24,32035,Pescado
GUIPUZCOA,SALMONETES,0,310,Pescado congelado
GUIPUZCOA,SAN,0.02,2400,Pescado
GUIPUZCOA,SARDINA,1.22,161625,Pescado
GUIPUZCOA,SARGO,0.01,1795,Pescado
GUIPUZCOA,SOLLA,0.04,5495,Pescado
GUIPUZCOA,SURIMI,0,250,Pescado congelado
GUIPUZCOA,TILAPIA,0.01,1668,Pescado
GUIPUZCOA,TOMATE,0.13,17300,Verdura
GUIPUZCOA,TRUCHA,0.21,27898,Pescado
GUIPUZCOA,VACUNO,0.64,83910,Carne
GUIPUZCOA,VIEIRAS,0.08,11097,Marisco
GUIPUZCOA,VIEIRAS,0,15,Pescado congelado
HUELVA,ACEDIAS,0,1020,Pescado
HUELVA,ACELGAS,0.02,6300,Verdura
HUELVA,AJO TIERNO,0,60,Verdura
HUELVA,AJOS,0.01,1940,Verdura
HUELVA,ALACHA,0,1210,Pescado
HUELVA,ALBARICOQUE,0.08,28245,Fruta
HUELVA,ALMEJA,0.01,3352,Marisco
HUELVA,ALMEJAS,0.01,4707,Marisco
HUELVA,ALMENDRA,0,812,Fruta
HUELVA,ANCHOA,0,25,Pescado
HUELVA,AÑOJO,0.03,10550,Carne
HUELVA,APIO,0.01,3913,Verdura
HUELVA,APIONABO,0,387,Verdura
HUELVA,ATUN,0.14,52325,Pescado
HUELVA,ATUN,0.02,6600,Pescado congelado
HUELVA,BACALADILLA-LIRIO,0.04,15416,Pescado
HUELVA,BACALAO,0,1000,Pescado
HUELVA,BACALAO,0,910,Pescado congelado
HUELVA,BERBERECHO,0,253,Marisco
HUELVA,BERENJENAS,0.05,19000,Verdura
HUELVA,BESUGO,0,1129,Pescado
HUELVA,BIGAROS,0.01,5060,Marisco
HUELVA,BOGAS,0,30,Pescado
HUELVA,BONITO,0.01,2500,Pescado
HUELVA,BOQUERON,0.34,126470,Pescado
HUELVA,BOQUERON,0.01,3000,Pescado congelado
HUELVA,BRECAS,0,130,Pescado
HUELVA,BROTOLA,0,250,Pescado
HUELVA,BUEY,0,30,Marisco
HUELVA,CABALLA,0.02,6952,Pescado
HUELVA,CABALLA,0.01,3000,Pescado congelado
HUELVA,CACAHUETE,0,1624,Fruta
HUELVA,CALABACIN,0.01,2400,Verdura
HUELVA,CALAMAR,0.11,42140,Pescado
HUELVA,CALAMAR,0.12,44709,Pescado congelado
HUELVA,CALAMARES,0.01,5297,Pescado congelado
HUELVA,CAÑADILLA,0,300,Marisco
HUELVA,CANGREJO,0,1770,Marisco
HUELVA,CAQUI,0.23,85280,Fruta
HUELVA,CARABINERO,0,364,Marisco
HUELVA,CARACOLES,0,260,Marisco
HUELVA,CAZON,0.01,3716,Pescado
HUELVA,CAZON,0,769,Pescado congelado
HUELVA,CEREZAS,0.01,4000,Fruta
HUELVA,CHERNAS,0,130,Pescado
HUELVA,CHIPIRONES,0.01,4352,Pescado
HUELVA,CHIPIRONES,0.02,8527,Pescado congelado
HUELVA,CHIRIMOYAS,0.02,6000,Fruta
HUELVA,CHIRLA,0.2,75023,Marisco
HUELVA,CHOCHAS,0,74,Marisco
HUELVA,CIGALAS,0.01,3086,Marisco
HUELVA,CIGALAS,0.01,2000,Pescado congelado
HUELVA,CIRUELA,0,782,Fruta
HUELVA,CIRUELAS,0,918,Fruta
HUELVA,COL CHINA,0,340,Verdura
HUELVA,COLES,0,15,Verdura
HUELVA,COLES-REPOLLO,0.01,2476,Verdura
HUELVA,CONCHA,0,145,Marisco
HUELVA,CONGRIO,0,300,Pescado
HUELVA,COQUINAS,0.01,3619,Marisco
HUELVA,CORVINA,0.02,8408,Pescado
HUELVA,CROQUETAS,0.01,4817,Pescado congelado
HUELVA,CUARTA,0.09,33733,Verdura
HUELVA,DENTON,0,25,Pescado
HUELVA,DORADA,0.32,119317,Pescado
HUELVA,ELABORADOS,1.07,394978,Pescado congelado
HUELVA,ELABORADOS,0.03,9500,Verdura
HUELVA,EMPANADILLAS,0.02,5539,Pescado congelado
HUELVA,ESPARRAGO,0.04,14800,Verdura
HUELVA,FRAMBUESAS,2.09,770721,Fruta
HUELVA,FRESON,85.82,31677646,Fruta
HUELVA,GALLO,0,1591,Pescado
HUELVA,GAMBA,0.81,298269,Pescado congelado
HUELVA,GAMBAS,0.35,127603,Marisco
HUELVA,GRANADAS,0.07,24900,Fruta
HUELVA,GROSELLA,0.05,18540,Fruta
HUELVA,HUEVAS,0,330,Pescado
HUELVA,JIBIA,0.02,8782,Pescado
HUELVA,JIBIA,0.03,10062,Pescado congelado
HUELVA,JUREL,0.04,12920,Pescado
HUELVA,LANGOSTINO,0.01,5517,Marisco
HUELVA,LANGOSTINO,0.48,177694,Pescado congelado
HUELVA,LAUREL,0,150,Verdura
HUELVA,LECHUGA,0.11,40360,Verdura
HUELVA,LENGUADO,0.06,23588,Pescado
HUELVA,LENGUADO,0.05,18500,Pescado congelado
HUELVA,LIBA,0,865,Pescado
HUELVA,LIMON,0.08,30500,Fruta
HUELVA,LUBINA,0.28,102124,Pescado
HUELVA,MANDARINA,0.49,182029,Fruta
HUELVA,MARRAJOS,0,694,Pescado
HUELVA,MARRAJOS,0,516,Pescado congelado
HUELVA,MARUCA,0,300,Pescado
HUELVA,MEJILLON,0,711,Marisco
HUELVA,MELOCOTON,0.44,163810,Fruta
HUELVA,MELONES,0.01,5000,Fruta
HUELVA,MELVA,0,650,Pescado
HUELVA,MERLUZA,0.01,3700,Pescado
HUELVA,MERO,0,22,Pescado
HUELVA,MORAS,0.2,75505,Fruta
HUELVA,MUJOL,0,104,Pescado
HUELVA,MUSLITOS,0.01,2407,Pescado congelado
HUELVA,NARANJA,3.7,1367083,Fruta
HUELVA,NAVAJA,0,66,Marisco
HUELVA,NAVAJAS,0,44,Marisco
HUELVA,NECORAS,0,137,Marisco
HUELVA,NECTARINA,0.61,225081,Fruta
HUELVA,NISPEROS,0.01,2000,Fruta
HUELVA,PALITOS,0.02,6020,Pescado congelado
HUELVA,PALOMETA,0,100,Pescado
HUELVA,PALOMETA-JAPUTA,0.01,2390,Pescado
HUELVA,PANCHITO,0,1015,Fruta
HUELVA,PARAGUAYAS,0.02,7100,Fruta
HUELVA,PARGO,0,1800,Pescado
HUELVA,PERCA,0,310,Pescado
HUELVA,PESCADILLA,0.04,14184,Pescado
HUELVA,PEZ ESPADA,0.04,14120,Pescado
HUELVA,PEZ ESPADA,0.03,11760,Pescado congelado
HUELVA,PIMIENTO,0.01,2000,Verdura
HUELVA,PISTACHO,0,609,Fruta
HUELVA,PLATIJA,0,700,Pescado
HUELVA,PORCINO,0.04,14390,Carne
HUELVA,POTA,0.01,4700,Pescado
HUELVA,PUERROS,0.01,2000,Verdura
HUELVA,PULPO,0.1,35136,Pescado
HUELVA,PULPO,0.01,4576,Pescado congelado
HUELVA,QUISQUILLA,0,192,Marisco
HUELVA,RAPE,0,142,Pescado
HUELVA,RODABALLO,0,249,Pescado
HUELVA,ROSADA,0,671,Pescado
HUELVA,SALEMAS,0,200,Pescado
HUELVA,SALMON,0,811,Pescado
HUELVA,SALMONETE,0.01,2574,Pescado
HUELVA,SAN,0,327,Pescado
HUELVA,SARDINA,0.26,97152,Pescado
HUELVA,SARDINAS,0,137,Pescado congelado
HUELVA,SARGO,0,30,Pescado
HUELVA,SOLLA,0,1550,Pescado
HUELVA,TOMATE,0.19,68900,Verdura
HUELVA,TRUCHA,0,1215,Pescado
HUELVA,VACUNO,0.1,35550,Carne
HUESCA,AJO TIERNO,0,28,Verdura
HUESCA,AJOS,0.03,902,Verdura
HUESCA,ALBARICOQUE,1.26,39351,Fruta
HUESCA,AÑOJO,0.14,4500,Carne
HUESCA,CEREZAS,6.17,193371,Fruta
HUESCA,CIRUELA,0.25,7741,Fruta
HUESCA,CIRUELAS,0.11,3359,Fruta
HUESCA,COL,0.06,2000,Verdura
HUESCA,COLIFLOR,0.26,8000,Verdura
HUESCA,MANZANA,63.62,1993128,Fruta
HUESCA,MELOCOTON,4.91,153870,Fruta
HUESCA,NABOS,0.1,3000,Verdura
HUESCA,NECTARINA,0.85,26635,Fruta
HUESCA,PARAGUAYAS,1.06,33270,Fruta
HUESCA,PERA,14.76,462573,Fruta
HUESCA,PORCINO,0.76,23740,Carne
HUESCA,VACUNO,5.67,177540,Carne
JAEN,ACEITUNAS,0.18,1400,Fruta
JAEN,AÑOJO,6.04,47350,Carne
JAEN,AVICOLA,0.31,2460,Pollo
JAEN,BOQUERON,2.35,18400,Pescado congelado
JAEN,BREVAS,0.83,6500,Fruta
JAEN,CALAMAR,0.13,1000,Pescado congelado
JAEN,CEREZAS,1.64,12820,Fruta
JAEN,COLIFLOR,0.08,600,Verdura
JAEN,CORVINA,0.05,400,Pescado congelado
JAEN,CUARTA,0.23,1780,Verdura
JAEN,ELABORADOS,6.07,47560,Pescado congelado
JAEN,ESPARRAGO,3.11,24415,Verdura
JAEN,LANGOSTINO,1.56,12260,Pescado congelado
JAEN,OVINO,3.12,24440,Carne
JAEN,PAVO,0.83,6500,Pollo
JAEN,POLLO,4.55,35700,Pollo
JAEN,PORCINO,24.23,189978,Carne
JAEN,PULPO,0.82,6400,Pescado congelado
JAEN,TOMATE,0.75,5900,Verdura
JAEN,TRUCHA,0.15,1150,Pescado
JAEN,VACUNO,42.98,336990,Carne
LA CORUÑA,ABADEJO,0.06,2848,Pescado
LA CORUÑA,ACEDIAS,0.01,283,Pescado
LA CORUÑA,ACELGAS,0.02,1080,Verdura
LA CORUÑA,ACHICORIA,0.03,1555,Verdura
LA CORUÑA,ALCACHOFA,0.08,3500,Verdura
LA CORUÑA,ALIGOTE,0.01,228,Pescado
LA CORUÑA,ALMEJA,0.68,30258,Marisco
LA CORUÑA,ALMEJAS,0.86,38577,Marisco
LA CORUÑA,ANCHOA,0,203,Pescado
LA CORUÑA,ANGULA,0,2,Pescado
LA CORUÑA,AÑOJO,0.68,30625,Carne
LA CORUÑA,APIO,0.02,910,Verdura
LA CORUÑA,APIONABO,0,90,Verdura
LA CORUÑA,ATUN,1.02,45645,Pescado
LA CORUÑA,BACALADILLA-LIRIO,9.2,411601,Pescado
LA CORUÑA,BACALAO,0.73,32498,Pescado
LA CORUÑA,BACALAO,0.42,19000,Pescado congelado
LA CORUÑA,BERBERECHO,0.74,32907,Marisco
LA CORUÑA,BESUGO,0.27,12097,Pescado
LA CORUÑA,BIGAROS,0.17,7419,Marisco
LA CORUÑA,BOCARTE,0.01,298,Pescado
LA CORUÑA,BOGAS,0.01,600,Pescado
LA CORUÑA,BOGAVANTE,0,22,Marisco
LA CORUÑA,BONITO,0.12,5574,Pescado
LA CORUÑA,BOQUERON,0.63,28005,Pescado
LA CORUÑA,BRECAS,0.08,3432,Pescado
LA CORUÑA,BROTOLA,0.01,330,Pescado
LA CORUÑA,BUEY,0,140,Marisco
LA CORUÑA,CABALLA,0.8,35808,Pescado
LA CORUÑA,CABRACHO,0.19,8290,Pescado
LA CORUÑA,CACHUCHO,0.01,230,Pescado
LA CORUÑA,CALAMAR,3.09,138077,Pescado
LA CORUÑA,CALAMARES,0.01,440,Pescado congelado
LA CORUÑA,CANGREJO,0,165,Marisco
LA CORUÑA,CARABINERO,0,117,Marisco
LA CORUÑA,CARACOLES,0.03,1560,Marisco
LA CORUÑA,CARBONERO,0.01,405,Pescado
LA CORUÑA,CASTAÑA,0.13,5800,Fruta
LA CORUÑA,CAZON,0,140,Pescado
LA CORUÑA,CEBOLLA,0.47,21158,Verdura
LA CORUÑA,CENTOLLA,0,11,Marisco
LA CORUÑA,CHERNAS,0,30,Pescado
LA CORUÑA,CHIPIRONES,0.49,21757,Pescado
LA CORUÑA,CHIRLA,0.03,1339,Marisco
LA CORUÑA,CHOCHAS,0.07,3013,Marisco
LA CORUÑA,CIGALAS,0.01,530,Marisco
LA CORUÑA,COCOCHAS,0.02,932,Pescado
LA CORUÑA,COL CHINA,0.02,859,Verdura
LA CORUÑA,COLES,0,66,Verdura
LA CORUÑA,COLES-REPOLLO,0.14,6235,Verdura
LA CORUÑA,COLIFLOR,0.5,22220,Verdura
LA CORUÑA,CONCHA,0.02,1057,Marisco
LA CORUÑA,CONEJO,0.29,12800,Pollo
LA CORUÑA,CONGELADOS,0.04,1720,Verdura
LA CORUÑA,CONGRIO,0.29,12896,Pescado
LA CORUÑA,CONSERVAS,0.64,28604,Pescado
LA CORUÑA,CONSERVAS,0.17,7740,Verdura
LA CORUÑA,COQUINAS,0,48,Marisco
LA CORUÑA,CORVINA,0.01,274,Pescado
LA CORUÑA,CROQUETAS,0.01,400,Pescado congelado
LA CORUÑA,CUARTA,0.06,2620,Verdura
LA CORUÑA,DENTON,0,70,Pescado
LA CORUÑA,DORADA,0.14,6120,Pescado
LA CORUÑA,ELABORADOS,4.98,222579,Pescado congelado
LA CORUÑA,ELABORADOS,0.04,2000,Verdura
LA CORUÑA,EMPANADILLAS,0.01,460,Pescado congelado
LA CORUÑA,ENDIBIA,0.35,15715,Verdura
LA CORUÑA,ESTORNINOS,0,30,Pescado
LA CORUÑA,FANECAS,0.04,1896,Pescado
LA CORUÑA,FRAMBUESAS,0.01,400,Fruta
LA CORUÑA,GALLINAS,0,103,Pescado
LA CORUÑA,GALLO,2.36,105664,Pescado
LA CORUÑA,GAMBAS,0.07,3200,Marisco
LA CORUÑA,GRELOS,0.05,2060,Verdura
LA CORUÑA,HUEVAS,0.09,4203,Pescado
LA CORUÑA,JIBIA,0.02,910,Pescado
LA CORUÑA,JIBIA,0,100,Pescado congelado
LA CORUÑA,JUDIA,0.08,3450,Verdura
LA CORUÑA,JUREL,2.51,112384,Pescado
LA CORUÑA,KIWI,4.49,200770,Fruta
LA CORUÑA,LANGOSTAS,0,30,Marisco
LA CORUÑA,LANGOSTINO,0.02,750,Marisco
LA CORUÑA,LAUREL,0.17,7500,Verdura
LA CORUÑA,LECHUGA,0.09,3820,Verdura
LA CORUÑA,LENGUADINA,0.07,3181,Pescado
LA CORUÑA,LENGUADINA,0.11,5000,Pescado congelado
LA CORUÑA,LENGUADO,0.26,11740,Pescado
LA CORUÑA,LENGUADO,0.21,9580,Pescado congelado
LA CORUÑA,LIBA,0,134,Pescado
LA CORUÑA,LUBINA,0.26,11644,Pescado
LA CORUÑA,LUBINA,0.01,300,Pescado congelado
LA CORUÑA,LULAS,0,10,Pescado
LA CORUÑA,MARRAJOS,0,210,Pescado
LA CORUÑA,MEJILLON,3.73,166935,Marisco
LA CORUÑA,MERLUZA,11.72,524338,Pescado
LA CORUÑA,MERLUZA,0.18,8000,Pescado congelado
LA CORUÑA,MERO,0.01,385,Pescado
LA CORUÑA,MUJOL,0,29,Pescado
LA CORUÑA,MUSLITOS,0,200,Pescado congelado
LA CORUÑA,NAVAJA,0.05,2362,Marisco
LA CORUÑA,NAVAJAS,0.04,1795,Marisco
LA CORUÑA,NECORAS,0,194,Marisco
LA CORUÑA,NECORAS,0,200,Pescado congelado
LA CORUÑA,OSTIONES,0,38,Marisco
LA CORUÑA,OSTRA,0.1,4482,Marisco
LA CORUÑA,PALITOS,0.01,500,Pescado congelado
LA CORUÑA,PALOMETA,0.02,810,Pescado
LA CORUÑA,PALOMETA-JAPUTA,0.29,12891,Pescado
LA CORUÑA,PAN,0,50,Pescado congelado
LA CORUÑA,PARGO,0.03,1327,Pescado
LA CORUÑA,PATATA,4.93,220463,Patata
LA CORUÑA,PERCA,0.04,1762,Pescado
LA CORUÑA,PERCEBE,0.1,4306,Marisco
LA CORUÑA,PESCADA,0.01,514,Pescado congelado
LA CORUÑA,PESCADILLA,6.21,277643,Pescado
LA CORUÑA,PESCADILLA,0.15,6660,Pescado congelado
LA CORUÑA,PEZ ESPADA,1.12,50060,Pescado
LA CORUÑA,PIMIENTO,0.88,39170,Verdura
LA CORUÑA,PLATIJA,0.01,603,Pescado
LA CORUÑA,POLLO,3.16,141540,Pollo
LA CORUÑA,POTA,0.05,2128,Pescado
LA CORUÑA,PUERROS,0.25,11180,Verdura
LA CORUÑA,PULPO,0.75,33409,Pescado
LA CORUÑA,PULPO,0.22,10000,Pescado congelado
LA CORUÑA,QUISQUILLA,0,39,Marisco
LA CORUÑA,RAPE,1.77,79018,Pescado
LA CORUÑA,RAYA,0.05,2393,Pescado
LA CORUÑA,REMOLACHA,0.04,2000,Verdura
LA CORUÑA,RODABALLO,1.81,81003,Pescado
LA CORUÑA,ROSADA,0.45,20133,Pescado
LA CORUÑA,SALAZONES,0,4,Pescado
LA CORUÑA,SALEMAS,0,15,Pescado
LA CORUÑA,SALMON,9.26,414353,Pescado
LA CORUÑA,SALMONETE,0.2,8972,Pescado
LA CORUÑA,SAN,0.05,2211,Pescado
LA CORUÑA,SARDINA,3.59,160420,Pescado
LA CORUÑA,SARDINAS,0.21,9480,Pescado congelado
LA CORUÑA,SARGO,0.06,2563,Pescado
LA CORUÑA,SOLLA,0.01,445,Pescado
LA CORUÑA,TILAPIA,0,40,Pescado
LA CORUÑA,TOMATE,0.7,31460,Verdura
LA CORUÑA,TRUCHA,0.32,14440,Pescado
LA CORUÑA,VACUNO,7.16,320185,Carne
LA CORUÑA,VIEIRAS,0.04,1920,Marisco
LA CORUÑA,ZANAHORIA,0.32,14130,Verdura
LA RIOJA,ACHICORIA,0.04,4536,Verdura
LA RIOJA,AJO TIERNO,0,463,Verdura
LA RIOJA,AJOS,0.12,14967,Verdura
LA RIOJA,ALCACHOFA,0.42,52970,Verdura
LA RIOJA,ALMENDRA,0.02,2040,Fruta
LA RIOJA,AÑOJO,0.13,16180,Carne
LA RIOJA,APIO,0.03,4177,Verdura
LA RIOJA,APIONABO,0,413,Verdura
LA RIOJA,BERENJENAS,0.07,9040,Verdura
LA RIOJA,BORRAJAS,0.01,1000,Verdura
LA RIOJA,BROCOLI,0.17,21300,Verdura
LA RIOJA,CACAHUETE,0.03,4080,Fruta
LA RIOJA,CALABACIN,0.01,1500,Verdura
LA RIOJA,CALABAZA,0,386,Verdura
LA RIOJA,CALABAZAS,0,174,Verdura
LA RIOJA,CEBOLLA,1.98,251091,Verdura
LA RIOJA,CEREZAS,0.34,43170,Fruta
LA RIOJA,CHAMPIÑON,2.95,374750,Verdura
LA RIOJA,CIRUELA,0.04,5520,Fruta
LA RIOJA,CIRUELAS,0.05,6480,Fruta
LA RIOJA,COL,0.03,4080,Verdura
LA RIOJA,COL CHINA,0.07,8267,Verdura
LA RIOJA,COLES,0.01,1061,Verdura
LA RIOJA,COLES-REPOLLO,0.47,59562,Verdura
LA RIOJA,COLIFLOR,4.46,566060,Verdura
LA RIOJA,CONGELADOS,0.86,109120,Verdura
LA RIOJA,CONSERVAS,0.1,12562,Pescado
LA RIOJA,CONSERVAS,0.12,15725,Verdura
LA RIOJA,CUARTA,0.24,30560,Verdura
LA RIOJA,ELABORADOS,1.51,191730,Verdura
LA RIOJA,ENDIBIA,0.36,45864,Verdura
LA RIOJA,ESCAROLAS,0.07,8340,Verdura
LA RIOJA,ESPARRAGO,0.05,6160,Verdura
LA RIOJA,ESPINACAS,0.15,18610,Verdura
LA RIOJA,GUINDILLAS,0,180,Verdura
LA RIOJA,JUDIA,0.07,8500,Verdura
LA RIOJA,LECHUGA,5.29,671747,Verdura
LA RIOJA,LIMON,0.14,17920,Fruta
LA RIOJA,MACHE,0.01,1000,Verdura
LA RIOJA,MAIZ,0.02,2760,Verdura
LA RIOJA,MANZANA,3.86,489670,Fruta
LA RIOJA,NABOS,0.07,9500,Verdura
LA RIOJA,NUECES,0.01,700,Fruta
LA RIOJA,OVINO,0,300,Carne
LA RIOJA,PANCHITO,0.02,2550,Fruta
LA RIOJA,PATATA,52.66,6686489,Patata
LA RIOJA,PEPINO,0.05,6560,Verdura
LA RIOJA,PERA,18.21,2312590,Fruta
LA RIOJA,PEREJIL,0.05,6000,Verdura
LA RIOJA,PIMIENTO,0.16,19688,Verdura
LA RIOJA,PISTACHO,0.01,1530,Fruta
LA RIOJA,POLLO,0.16,19740,Pollo
LA RIOJA,PORCINO,0.41,51617,Carne
LA RIOJA,PUERROS,0.14,17240,Verdura
LA RIOJA,REMOLACHA,0.02,2000,Verdura
LA RIOJA,ROMANESCU,0.03,3900,Verdura
LA RIOJA,SETAS,1.22,155310,Verdura
LA RIOJA,TOMATE,0.61,77480,Verdura
LA RIOJA,VACUNO,0.26,33180,Carne
LA RIOJA,ZANAHORIA,1.64,208140,Verdura
LAS PALMAS,AGUACATE,0.04,10000,Fruta
LAS PALMAS,ATUN,1,246676,Pescado
LAS PALMAS,ATUN,0.07,17000,Pescado congelado
LAS PALMAS,BONITO,0.04,8733,Pescado
LAS PALMAS,CORVINA,0,958,Pescado
LAS PALMAS,DORADA,0,1200,Pescado
LAS PALMAS,MANGOS,0.02,3800,Fruta
LAS PALMAS,PAPAYA,0.12,29950,Fruta
LAS PALMAS,PERA,0.01,3500,Fruta
LAS PALMAS,PEZ ESPADA,0,280,Pescado
LAS PALMAS,PLATANO,98.69,24234152,Fruta
LEON,ACELGAS,0,35,Verdura
LEON,AJO TIERNO,0.03,1240,Verdura
LEON,AJOS,0.81,40080,Verdura
LEON,ALCACHOFA,0.07,3260,Verdura
LEON,AÑOJO,0.3,14951,Carne
LEON,APIO,0.13,6370,Verdura
LEON,APIONABO,0.01,630,Verdura
LEON,BATATAS,0.05,2260,Verdura
LEON,BROCOLI,0.01,325,Verdura
LEON,CASTAÑA,2.03,100020,Fruta
LEON,CEBOLLA,1.4,69121,Verdura
LEON,CEREZAS,0.27,13100,Fruta
LEON,COL,0.03,1450,Verdura
LEON,COL CHINA,0.1,4945,Verdura
LEON,COLES,0.01,351,Verdura
LEON,COLES-REPOLLO,0.73,35914,Verdura
LEON,COLIFLOR,0,180,Verdura
LEON,CONSERVAS,0.3,14800,Pescado
LEON,CUARTA,0.23,11520,Verdura
LEON,ELABORADOS,0.12,5680,Pescado congelado
LEON,ELABORADOS,0.03,1600,Verdura
LEON,ESCAROLAS,0,40,Verdura
LEON,ESPINACAS,0.35,17060,Verdura
LEON,GUISANTES,0.02,820,Verdura
LEON,LECHUGA,1.08,53080,Verdura
LEON,MANZANA,11.15,548649,Fruta
LEON,NUECES,0.2,9700,Fruta
