origin,product,perc,sum_kg_product,category
CADIZ,ALBARICOQUE,0.34,21400,Fruta
CADIZ,ALMEJA,0.02,1021,Marisco
CADIZ,ALMEJAS,0.02,1365,Marisco
CADIZ,APIO,0.15,9646,Verdura
CADIZ,APIONABO,0.02,954,Verdura
CADIZ,ATUN,3.18,201881,Pescado
CADIZ,ATUN,0.22,14267,Pescado congelado
CADIZ,BACALADILLA-LIRIO,0.06,3770,Pescado
CADIZ,BACALAO,0,249,Pescado
CADIZ,BATATAS,1.47,93540,Verdura
CADIZ,BERBERECHO,0,83,Marisco
CADIZ,BERROS,0.01,860,Verdura
CADIZ,BESUGO,0.01,608,Pescado
CADIZ,BOCARTE,0.06,4000,Pescado
CADIZ,BOGAS,0.04,2500,Pescado
CADIZ,BONIATOS,1.81,115150,Verdura
CADIZ,BONITO,0.01,400,Pescado
CADIZ,BOQUERON,1.22,77399,Pescado
CADIZ,BOQUERON,0.05,3300,Pescado congelado
CADIZ,BRECAS,0,100,Pescado congelado
CADIZ,BROTOLA,0.01,940,Pescado
CADIZ,CABALLA,0.07,4280,Pescado
CADIZ,CACHUCHO,0.08,4960,Pescado
CADIZ,CALABACIN,0.04,2600,Verdura
CADIZ,CALABAZA,0.24,15180,Verdura
CADIZ,CALABAZAS,0.11,6820,Verdura
CADIZ,CALAMAR,0.77,48784,Pescado
CADIZ,CALAMAR,0.43,27456,Pescado congelado
CADIZ,CALAMARES,0.01,359,Pescado congelado
CADIZ,CAÑADILLA,0.01,347,Marisco
CADIZ,CANGREJO,0,203,Marisco
CADIZ,CARABINERO,0.03,2000,Marisco
CADIZ,CARACOLES,0.05,3040,Marisco
CADIZ,CAZON,0.03,2174,Pescado
CADIZ,CAZON,0.01,380,Pescado congelado
CADIZ,CEBOLLA,0.25,16158,Verdura
CADIZ,CHIPIRONES,0.03,1721,Pescado
CADIZ,CHIPIRONES,0.01,776,Pescado congelado
CADIZ,CHIRIVIAS,0.03,2100,Verdura
CADIZ,CHIRLA,0.08,4837,Marisco
CADIZ,CHOCHAS,0,13,Marisco
CADIZ,CIGALAS,0.01,350,Marisco
CADIZ,COCOCHAS,0.02,1100,Pescado
CADIZ,COL,0,200,Verdura
CADIZ,COL CHINA,0.06,4056,Verdura
CADIZ,COLES,0.01,586,Verdura
CADIZ,COLES-REPOLLO,0.46,29158,Verdura
CADIZ,COLIFLOR,0.81,51310,Verdura
CADIZ,CONCHA,0.01,350,Marisco
CADIZ,COQUINAS,0,20,Marisco
CADIZ,CORVINA,0.04,2350,Pescado
CADIZ,CROQUETAS,0.01,327,Pescado congelado
CADIZ,CUARTA,0.02,1440,Verdura
CADIZ,DENTON,0,255,Pescado
CADIZ,DORADA,0.95,60277,Pescado
CADIZ,ELABORADOS,3.65,232066,Pescado congelado
CADIZ,EMPANADILLAS,0.01,376,Pescado congelado
CADIZ,ESCAROLAS,0.03,2000,Verdura
CADIZ,ESPARRAGO,0.09,6000,Verdura
CADIZ,ESPINACAS,0.02,1000,Verdura
CADIZ,GALLO,0.05,3265,Pescado
CADIZ,GAMBA,0.52,32969,Pescado congelado
CADIZ,GAMBAS,0.09,5977,Marisco
CADIZ,HUEVAS,0.01,538,Pescado
CADIZ,JIBIA,0.32,20506,Pescado
CADIZ,JIBIA,0.02,1129,Pescado congelado
CADIZ,JUREL,0.04,2420,Pescado
CADIZ,LANGOSTAS,0,100,Marisco
CADIZ,LANGOSTINO,0.73,46305,Marisco
CADIZ,LANGOSTINO,6.2,394145,Pescado congelado
CADIZ,LECHUGA,0.55,35000,Verdura
CADIZ,LENGUADO,0.08,4794,Pescado
CADIZ,LENGUADO,0.12,7500,Pescado congelado
CADIZ,LUBINA,0.78,49350,Pescado
CADIZ,LUBINA,0.01,800,Pescado congelado
CADIZ,MARRAJOS,0.01,633,Pescado
CADIZ,MARRAJOS,0.13,7966,Pescado congelado
CADIZ,MEJILLON,0,74,Marisco
CADIZ,MELVA,0,100,Pescado
CADIZ,MERLUZA,0.03,1842,Pescado
CADIZ,MERO,0,180,Pescado
CADIZ,MUJOL,0,120,Pescado
CADIZ,MUSLITOS,0,163,Pescado congelado
CADIZ,NABOS,0.66,41950,Verdura
CADIZ,NAVAJA,0,30,Marisco
CADIZ,NAVAJAS,0,40,Marisco
CADIZ,NECORAS,0,229,Marisco
CADIZ,PALITOS,0.01,408,Pescado congelado
CADIZ,PALOMETA-JAPUTA,0.86,54647,Pescado
CADIZ,PARGO,0.01,500,Pescado
CADIZ,PATATA,16.98,1079600,Patata
CADIZ,PEPINO,0.13,8000,Verdura
CADIZ,PERCA,0,245,Pescado
CADIZ,PEREJIL,0.01,500,Verdura
CADIZ,PESCADILLA,0.01,800,Pescado
CADIZ,PEZ ESPADA,0.14,8995,Pescado
CADIZ,PEZ ESPADA,0.08,5000,Pescado congelado
CADIZ,PIMIENTO,0.86,54559,Verdura
CADIZ,PUERROS,9.22,586180,Verdura
CADIZ,PULPO,0.3,18936,Pescado
CADIZ,PULPO,0.03,1702,Pescado congelado
CADIZ,RABANOS,0.08,5150,Verdura
CADIZ,RAPE,0.01,600,Pescado
CADIZ,REMOLACHA,0.05,3250,Verdura
CADIZ,RODABALLO,0,81,Pescado
CADIZ,ROSADA,0.01,575,Pescado
CADIZ,SABLE,0,120,Pescado
CADIZ,SALMON,0,299,Pescado
CADIZ,SALMONETE,0.04,2787,Pescado
CADIZ,SAN,0,253,Pescado
CADIZ,SARDINA,0.95,60309,Pescado
CADIZ,SARDINAS,0.13,8000,Pescado congelado
CADIZ,SARGO,0.02,1070,Pescado
CADIZ,TOMATE,8.54,543111,Verdura
CADIZ,TRUCHA,0,300,Pescado
CADIZ,VIEIRAS,0,100,Marisco
CADIZ,ZANAHORIA,33.81,2149382,Verdura
CANTABRIA,ALMEJA,0.85,9167,Marisco
CANTABRIA,ALMEJAS,1.08,11623,Marisco
CANTABRIA,ANCHOA,0,2,Pescado
CANTABRIA,AÑOJO,0.88,9500,Carne
CANTABRIA,ATUN,0.44,4700,Pescado
CANTABRIA,BACALADILLA-LIRIO,6.44,69270,Pescado
CANTABRIA,BACALAO,0.09,944,Pescado
CANTABRIA,BESUGO,0.01,140,Pescado
CANTABRIA,BOGAVANTE,0.02,198,Marisco
CANTABRIA,BONITO,0.08,816,Pescado
CANTABRIA,BOQUERON,15.27,164316,Pescado
CANTABRIA,BUEY,0,30,Marisco
CANTABRIA,CABALLA,2.4,25823,Pescado
CANTABRIA,CALAMAR,1.03,11057,Pescado
CANTABRIA,CALAMAR,2.16,23208,Pescado congelado
CANTABRIA,CIGALAS,0,9,Marisco
CANTABRIA,DORADA,0.68,7338,Pescado
CANTABRIA,ELABORADOS,7.57,81490,Pescado congelado
CANTABRIA,ELABORADOS,0.07,800,Verdura
CANTABRIA,FRAMBUESAS,0.76,8180,Fruta
CANTABRIA,GALLO,0.29,3140,Pescado
CANTABRIA,GAMBA,0.05,551,Pescado congelado
CANTABRIA,GAMBAS,0.06,651,Marisco
CANTABRIA,GROSELLA,0.5,5420,Fruta
CANTABRIA,GULA,0.01,130,Pescado congelado
CANTABRIA,JIBIA,0,4,Pescado
CANTABRIA,JUDIA,0.07,720,Verdura
CANTABRIA,JUREL,0.16,1772,Pescado
CANTABRIA,LANGOSTAS,0,10,Marisco
CANTABRIA,LANGOSTINO,7.25,77973,Marisco
CANTABRIA,LANGOSTINO,4.67,50240,Pescado congelado
CANTABRIA,LECHUGA,20.26,218051,Verdura
CANTABRIA,LENGUADO,0.01,120,Pescado
CANTABRIA,LUBINA,0.18,1962,Pescado
CANTABRIA,MERLUZA,2.39,25733,Pescado
CANTABRIA,MERLUZA,1.14,12300,Pescado congelado
CANTABRIA,NECORAS,0.13,1449,Marisco
CANTABRIA,OSTRA,0,40,Marisco
CANTABRIA,PALOMETA,0,9,Pescado
CANTABRIA,PATATA,3.96,42621,Patata
CANTABRIA,PERCA,0,21,Pescado
CANTABRIA,PEREJIL,0.04,420,Verdura
CANTABRIA,PESCADILLA,4.09,44059,Pescado
CANTABRIA,PEZ ESPADA,0.07,700,Pescado
CANTABRIA,PEZ ESPADA,0.01,80,Pescado congelado
CANTABRIA,PIMIENTO,1.44,15500,Verdura
CANTABRIA,PORCINO,1.76,18960,Carne
CANTABRIA,PULPO,0.06,611,Pescado
CANTABRIA,PULPO,2.46,26480,Pescado congelado
CANTABRIA,QUISQUILLA,0,18,Marisco
CANTABRIA,RAPE,0.05,530,Pescado
CANTABRIA,RAYA,0,20,Pescado
CANTABRIA,RODABALLO,0,6,Pescado
CANTABRIA,SALMON,0.1,1088,Pescado
CANTABRIA,SALMONETE,0.04,400,Pescado
CANTABRIA,SARDINA,0.46,4963,Pescado
CANTABRIA,SURIMI,0.05,520,Pescado congelado
CANTABRIA,TOMATE,0.14,1500,Verdura
CANTABRIA,TRUCHA,0.27,2867,Pescado
CANTABRIA,VACUNO,5.15,55400,Carne
CANTABRIA,VIEIRAS,0.09,932,Marisco
CANTABRIA,ZANAHORIA,2.74,29500,Verdura
CASTELLON,ACELGAS,0.05,4700,Verdura
CASTELLON,ACHICORIA,0,180,Verdura
CASTELLON,AJO TIERNO,0,264,Verdura
CASTELLON,AJOS,0.1,8536,Verdura
CASTELLON,ALBARICOQUE,0.55,48160,Fruta
CASTELLON,ALCACHOFA,1.3,114680,Verdura
CASTELLON,ALIGOTE,0,20,Pescado
CASTELLON,ALMEJA,0,309,Marisco
CASTELLON,ALMEJAS,0.01,441,Marisco
CASTELLON,ALMENDRA,0.07,6590,Fruta
CASTELLON,ANCHOA,0,3,Pescado
CASTELLON,APIO,0.08,6734,Verdura
CASTELLON,APIONABO,0.01,666,Verdura
CASTELLON,ATUN,0.07,5864,Pescado
CASTELLON,BACALADILLA-LIRIO,0.03,2675,Pescado
CASTELLON,BERENJENAS,0,300,Verdura
CASTELLON,BESUGO,0.02,1950,Pescado
CASTELLON,BOCAS,0,25,Marisco
CASTELLON,BOGAS,0.01,896,Pescado
CASTELLON,BONIATOS,0,200,Verdura
CASTELLON,BONITO,0.07,6020,Pescado
CASTELLON,BOQUERON,4.06,357653,Pescado
CASTELLON,BOQUERON,0.01,600,Pescado congelado
CASTELLON,BRECAS,0,125,Pescado
CASTELLON,BROCOLI,0.03,3000,Verdura
CASTELLON,BROTOLA,0,34,Pescado
CASTELLON,CABALLA,0.28,24915,Pescado
CASTELLON,CABRACHO,0,310,Pescado
CASTELLON,CACAHUETE,0.15,13180,Fruta
CASTELLON,CACHUCHO,0,80,Pescado
CASTELLON,CALABAZA,0.02,1656,Verdura
CASTELLON,CALABAZAS,0.01,744,Verdura
CASTELLON,CALAMAR,0.03,2322,Pescado
CASTELLON,CALAMAR,0.02,1800,Pescado congelado
CASTELLON,CAÑADILLA,0.09,7864,Marisco
CASTELLON,CANGREJO,0.08,6639,Marisco
CASTELLON,CAQUI,1.92,168700,Fruta
CASTELLON,CARACOLES,0.15,13261,Marisco
CASTELLON,CAZON,0,80,Pescado
CASTELLON,CEBOLLA,0.67,58980,Verdura
CASTELLON,CHIPIRONES,0,302,Pescado
CASTELLON,CHIRLA,0,300,Marisco
CASTELLON,CIGALAS,0.03,2859,Marisco
CASTELLON,COL,0.49,42900,Verdura
CASTELLON,COL CHINA,0.13,11184,Verdura
CASTELLON,COLES,0.01,1076,Verdura
CASTELLON,COLES-REPOLLO,0.92,80940,Verdura
CASTELLON,COLIFLOR,2.61,230000,Verdura
CASTELLON,CONGRIO,0,49,Pescado
CASTELLON,CORVINA,1.15,101475,Pescado
CASTELLON,CUARTA,0.01,480,Verdura
CASTELLON,DENTON,0,87,Pescado
CASTELLON,DORADA,1.84,161891,Pescado
CASTELLON,ELABORADOS,0,246,Pescado congelado
CASTELLON,ENDIBIA,0.02,1820,Verdura
CASTELLON,ESCAROLAS,0.34,30100,Verdura
CASTELLON,ESPARRAGO,0.13,11400,Verdura
CASTELLON,ESPINACAS,0.06,5600,Verdura
CASTELLON,FANECAS,0.01,830,Pescado
CASTELLON,GALLINAS,0,75,Pescado
CASTELLON,GALLO,0.01,1131,Pescado
CASTELLON,GAMBA,0,195,Pescado congelado
CASTELLON,GAMBAS,0.14,12289,Marisco
CASTELLON,GUISANTES,1.7,149981,Verdura
CASTELLON,HABAS,2.62,230469,Verdura
CASTELLON,JIBIA,0.01,917,Pescado
CASTELLON,JUREL,0.34,30183,Pescado
CASTELLON,LANGOSTINO,0.07,5971,Marisco
CASTELLON,LECHUGA,0.75,66300,Verdura
CASTELLON,LENGUADINA,0,25,Pescado
CASTELLON,LENGUADO,0,341,Pescado
CASTELLON,LIBA,0,100,Pescado
CASTELLON,LIMON,0.38,33520,Fruta
CASTELLON,LUBINA,1.03,90352,Pescado
CASTELLON,MANDARINA,17.66,1554592,Fruta
CASTELLON,MEJILLON,0.1,8631,Marisco
CASTELLON,MELOCOTON,0.42,37190,Fruta
CASTELLON,MELONES,0.19,17000,Fruta
CASTELLON,MELVA,0.03,2486,Pescado
CASTELLON,MERLUZA,0.01,618,Pescado
CASTELLON,NARANJA,49.9,4391784,Fruta
CASTELLON,NAVAJA,0,133,Marisco
CASTELLON,NAVAJAS,0,74,Marisco
CASTELLON,NECTARINA,0.33,29000,Fruta
CASTELLON,NISPEROS,0.16,14000,Fruta
CASTELLON,PALOMETA,0,14,Pescado
CASTELLON,PANCHITO,0.09,8238,Fruta
CASTELLON,PARAGUAYAS,0.05,4800,Fruta
CASTELLON,PARGO,0.03,2760,Pescado
CASTELLON,PATATA,2.27,199500,Patata
CASTELLON,PEPINO,0.4,34900,Verdura
CASTELLON,PEREJIL,0.05,4000,Verdura
CASTELLON,PESCADA,0,292,Pescado
CASTELLON,PESCADILLA,0.24,20862,Pescado
CASTELLON,PESCADILLA,0,351,Pescado congelado
CASTELLON,PEZ ESPADA,0.02,1551,Pescado
CASTELLON,PIMIENTO,0.11,9500,Verdura
CASTELLON,PISTACHO,0.06,4943,Fruta
CASTELLON,POLLO,0.04,3420,Pollo
CASTELLON,PORCINO,0.1,8900,Carne
CASTELLON,PULPO,0.08,7437,Pescado
CASTELLON,RABANOS,0,300,Verdura
CASTELLON,RAPE,0.05,4660,Pescado
CASTELLON,RAPE,0,60,Pescado congelado
CASTELLON,RAYA,0,100,Pescado
CASTELLON,RODABALLO,0,12,Pescado
CASTELLON,ROMANESCU,0.02,1550,Verdura
CASTELLON,SABLE,0,15,Pescado
CASTELLON,SALEMAS,0,60,Pescado
CASTELLON,SALMON,0,72,Pescado
CASTELLON,SALMONETE,0.34,29963,Pescado
CASTELLON,SAN,0,30,Pescado
CASTELLON,SANDIA,0.2,17240,Fruta
CASTELLON,SARDINA,1.08,94920,Pescado
CASTELLON,SARGO,0.01,590,Pescado
CASTELLON,TILAPIA,0,20,Pescado
CASTELLON,TIRABEQUES,0,352,Verdura
CASTELLON,TOMATE,1.03,90460,Verdura
CASTELLON,TRUCHA,0,3,Pescado
CASTELLON,VACUNO,0.18,16000,Carne
CASTELLON,ZANAHORIA,0.02,1500,Verdura
CIUDAD REAL,ACEITUNAS,0.09,2000,Fruta
CIUDAD REAL,AJO TIERNO,0.01,234,Verdura
CIUDAD REAL,AJOS,0.33,7566,Verdura
CIUDAD REAL,ALMENDRA,0.05,1082,Fruta
CIUDAD REAL,AÑOJO,0.13,3016,Carne
CIUDAD REAL,APIO,0.04,1001,Verdura
CIUDAD REAL,APIONABO,0,99,Verdura
CIUDAD REAL,BROCOLI,1.06,24390,Verdura
CIUDAD REAL,CACAHUETE,0.09,2164,Fruta
CIUDAD REAL,CALABACIN,0.26,6000,Verdura
CIUDAD REAL,CALABAZA,4.12,95242,Verdura
CIUDAD REAL,CALABAZAS,1.85,42790,Verdura
CIUDAD REAL,CALAMAR,0.44,10100,Pescado congelado
CIUDAD REAL,CALAMARES,0.04,836,Pescado congelado
CIUDAD REAL,CEBOLLA,69.28,1599760,Verdura
CIUDAD REAL,COL CHINA,0.03,600,Verdura
CIUDAD REAL,COLES,0,100,Verdura
CIUDAD REAL,COLES-REPOLLO,0.19,4300,Verdura
CIUDAD REAL,COLIFLOR,0.08,1800,Verdura
CIUDAD REAL,CROQUETAS,0.03,760,Pescado congelado
CIUDAD REAL,ELABORADOS,4.75,109724,Pescado congelado
CIUDAD REAL,EMPANADILLAS,0.04,874,Pescado congelado
CIUDAD REAL,ESPARRAGO,0.77,17800,Verdura
CIUDAD REAL,GAMBA,0,13,Pescado congelado
CIUDAD REAL,HUEVOS,0.4,9240,Huevos
CIUDAD REAL,LECHUGA,0.25,5720,Verdura
CIUDAD REAL,MELOCOTON,0.35,8000,Fruta
CIUDAD REAL,MELONES,11.43,263820,Fruta
CIUDAD REAL,MERLUZA,0.09,2020,Pescado congelado
CIUDAD REAL,MUSLITOS,0.02,380,Pescado congelado
CIUDAD REAL,OVINO,0.04,960,Carne
CIUDAD REAL,PALITOS,0.04,950,Pescado congelado
CIUDAD REAL,PANCHITO,0.06,1352,Fruta
CIUDAD REAL,PATATA,0.56,13000,Patata
CIUDAD REAL,PESCADILLA,0.02,540,Pescado congelado
CIUDAD REAL,PISTACHO,0.04,811,Fruta
CIUDAD REAL,POLLO,0.5,11580,Pollo
CIUDAD REAL,PORCINO,0.47,10930,Carne
CIUDAD REAL,ROMANESCU,0.01,200,Verdura
CIUDAD REAL,SANDIA,1.91,44100,Fruta
CIUDAD REAL,VACUNO,0.14,3256,Carne
CORDOBA,AJO TIERNO,0.02,60,Verdura
CORDOBA,AJOS,0.5,1940,Verdura
CORDOBA,ALMENDRA,0.78,3004,Fruta
CORDOBA,AÑOJO,0.29,1124,Carne
CORDOBA,CACAHUETE,1.56,6008,Fruta
CORDOBA,CALAMARES,1.26,4840,Pescado congelado
CORDOBA,CEBOLLA,2.59,10000,Verdura
CORDOBA,CONGELADOS,2.72,10500,Verdura
CORDOBA,CROQUETAS,1.14,4400,Pescado congelado
CORDOBA,CUARTA,0.08,300,Verdura
CORDOBA,ELABORADOS,0.52,2000,Verdura
CORDOBA,EMPANADILLAS,1.31,5060,Pescado congelado
CORDOBA,ESPARRAGO,9.14,35220,Verdura
CORDOBA,MELONES,0.7,2700,Fruta
CORDOBA,MUSLITOS,0.57,2200,Pescado congelado
CORDOBA,NARANJA,21.01,81000,Fruta
CORDOBA,PALITOS,1.43,5500,Pescado congelado
CORDOBA,PANCHITO,0.97,3755,Fruta
CORDOBA,PATATA,21.74,83820,Patata
CORDOBA,PESCADOS,1.04,4000,Pescado congelado
CORDOBA,PISTACHO,0.58,2253,Fruta
CORDOBA,PORCINO,7.56,29141,Carne
CORDOBA,SANDIA,0.99,3800,Fruta
CORDOBA,TOMATE,0.16,610,Verdura
CORDOBA,VACUNO,21.35,82295,Carne
CUENCA,ACELGAS,0.1,15160,Verdura
CUENCA,AJO TIERNO,0.04,6026,Verdura
CUENCA,AJOS,1.31,194834,Verdura
CUENCA,ALBARICOQUE,0.01,2000,Fruta
CUENCA,ALCACHOFA,0.09,13500,Verdura
CUENCA,ALMENDRA,0.01,1530,Fruta
CUENCA,AÑOJO,0.17,25080,Carne
CUENCA,AVICOLA,0.12,18400,Pollo
CUENCA,BERENJENAS,0.01,1240,Verdura
CUENCA,CACAHUETE,0.02,3060,Fruta
CUENCA,CALABAZA,0.12,18326,Verdura
CUENCA,CALABAZAS,0.06,8234,Verdura
CUENCA,CEBOLLA,44.95,6708174,Verdura
CUENCA,CHAMPIÑON,13.99,2088620,Verdura
CUENCA,COL CHINA,0.02,3677,Verdura
CUENCA,COLES,0,434,Verdura
CUENCA,COLES-REPOLLO,0.18,26529,Verdura
CUENCA,COLIFLOR,0.11,15800,Verdura
CUENCA,CONGELADOS,0.04,6300,Verdura
CUENCA,CUARTA,0.24,35380,Verdura
CUENCA,ELABORADOS,0.04,5490,Verdura
CUENCA,GAMBAS,0,17,Marisco
CUENCA,HUEVOS,0,600,Huevos
CUENCA,LECHUGA,0.25,37160,Verdura
CUENCA,NABOS,0.03,4000,Verdura
CUENCA,NISPEROS,0.01,2000,Fruta
CUENCA,PANCHITO,0.01,1913,Fruta
CUENCA,PAVO,0.05,8000,Pollo
CUENCA,PEPINO,0.03,4000,Verdura
CUENCA,PIMIENTO,0.02,3179,Verdura
CUENCA,PISTACHO,0.01,1148,Fruta
CUENCA,POLLO,0.81,120312,Pollo
CUENCA,PORCINO,30.3,4521674,Carne
CUENCA,PUERROS,0.03,3900,Verdura
CUENCA,SETAS,4.36,651100,Verdura
CUENCA,VACUNO,2.07,309340,Carne
CUENCA,ZANAHORIA,0.39,58600,Verdura
GERONA,ACHICORIA,0,198,Verdura
GERONA,ALMENDRA,0.3,18408,Fruta
GERONA,AÑOJO,0.81,50213,Carne
GERONA,ATUN,0.02,984,Pescado
GERONA,BACALAO,0,300,Pescado
GERONA,BOQUERON,1.61,99496,Pescado
GERONA,BROTOLA,0.01,480,Pescado
GERONA,CABALLA,0.03,2000,Pescado
GERONA,CACAHUETE,0.6,36816,Fruta
GERONA,CALAMAR,0.01,480,Pescado
GERONA,CEREZAS,0.29,18005,Fruta
GERONA,CHIRLA,0,90,Marisco
GERONA,CONSERVAS,0.19,11800,Verdura
GERONA,COQUINAS,0,30,Marisco
GERONA,CORVINA,0,283,Pescado
GERONA,CUARTA GAMA FRUTAS,0.03,1720,Fruta
GERONA,DORADA,0.75,46544,Pescado
GERONA,ELABORADOS,0.36,22100,Pescado congelado
GERONA,ELABORADOS,0.18,10880,Verdura
GERONA,ENDIBIA,0.03,2002,Verdura
GERONA,GALLO,0.01,800,Pescado
GERONA,GAMBAS,0.03,2033,Marisco
GERONA,JIBIA,0,4,Pescado
GERONA,LANGOSTINO,0,140,Marisco
GERONA,LECHUGA,0.25,15500,Verdura
GERONA,LUBINA,0.19,11549,Pescado
GERONA,MANZANA,72.17,4454885,Fruta
GERONA,MEJILLON,0,185,Marisco
GERONA,OVINO,0.08,5100,Carne
GERONA,PANCHITO,0.37,23010,Fruta
GERONA,PAVO,0.19,12000,Pollo
GERONA,PERA,2.47,152762,Fruta
GERONA,PIMIENTO,0.07,4241,Verdura
GERONA,PISTACHO,0.22,13806,Fruta
GERONA,POLLO,0.36,22495,Pollo
GERONA,PORCINO,14.49,894325,Carne
GERONA,SALMONETE,0.12,7675,Pescado
GERONA,SARDINA,0.17,10731,Pescado
GERONA,VACUNO,3.46,213435,Carne
GERONA,ZANAHORIA,0.09,5380,Verdura
GRANADA,ACELGAS,0.03,3400,Verdura
GRANADA,ACHICORIA,0.01,1458,Verdura
GRANADA,AGUACATE,4.2,541562,Fruta
GRANADA,AJO TIERNO,0,597,Verdura
GRANADA,AJOS,0.15,19303,Verdura
GRANADA,ALBARICOQUE,0.94,121689,Fruta
GRANADA,ALCACHOFA,0.32,40700,Verdura
GRANADA,BERENJENAS,0.22,27810,Verdura
GRANADA,BOQUERON,0,619,Pescado
GRANADA,CABALLA,0,380,Pescado
GRANADA,CALABACIN,0.3,38920,Verdura
GRANADA,CALABAZA,0,552,Verdura
GRANADA,CALABAZAS,0,248,Verdura
GRANADA,CALAMAR,0,470,Pescado
GRANADA,CEBOLLA,0.17,21830,Verdura
GRANADA,CHIRIMOYAS,15.29,1971284,Fruta
GRANADA,COL,0.08,10000,Verdura
GRANADA,COL CHINA,0.07,8656,Verdura
GRANADA,COLES,0,247,Verdura
GRANADA,COLES-REPOLLO,0.49,63227,Verdura
GRANADA,COLIFLOR,2.5,321725,Verdura
GRANADA,CUARTA,0.21,27007,Verdura
GRANADA,CUARTA GAMA FRUTAS,0,565,Fruta
GRANADA,DORADA,0,360,Pescado
GRANADA,ELABORADOS,0,630,Verdura
GRANADA,ENDIBIA,0.11,14742,Verdura
GRANADA,ESCAROLAS,0.37,47100,Verdura
GRANADA,ESPARRAGO,5.19,669690,Verdura
GRANADA,ESPINACAS,0.44,56590,Verdura
GRANADA,FRESON,0.02,2000,Fruta
GRANADA,GRANADAS,0.07,8500,Fruta
GRANADA,GUINDILLAS,0.01,1000,Verdura
GRANADA,GUISANTES,3.16,406946,Verdura
GRANADA,HABAS,4.46,575612,Verdura
GRANADA,JUDIA,2.32,299359,Verdura
GRANADA,LECHUGA,1.53,197640,Verdura
GRANADA,LENGUADO,0,335,Pescado
GRANADA,MANGOS,0.35,44656,Fruta
GRANADA,NECTARINA,0.05,6000,Fruta
GRANADA,NISPEROS,0.7,90085,Fruta
GRANADA,PATATA,0.9,115400,Patata
GRANADA,PEPINO,0.94,120800,Verdura
GRANADA,PEREJIL,0.01,1200,Verdura
GRANADA,PIMIENTO,2.73,352267,Verdura
GRANADA,POLLO,0.33,42220,Pollo
GRANADA,PORCINO,0.62,80140,Carne
GRANADA,PUERROS,0.03,3500,Verdura
GRANADA,RABANOS,0.02,2000,Verdura
GRANADA,TIRABEQUES,0.12,15236,Verdura
GRANADA,TOMATE,49.92,6435493,Verdura
GRANADA,ZANAHORIA,0.62,80120,Verdura
GUADALAJARA,ALMENDRA,0.17,1116,Fruta
GUADALAJARA,CACAHUETE,0.35,2232,Fruta
GUADALAJARA,CARACOLES,0.35,2240,Marisco
GUADALAJARA,COL CHINA,0.44,2818,Verdura
GUADALAJARA,COLES,0.07,470,Verdura
GUADALAJARA,COLES-REPOLLO,3.15,20193,Verdura
GUADALAJARA,ESCAROLAS,2.3,14760,Verdura
GUADALAJARA,ESPARRAGO,31.57,202340,Verdura
GUADALAJARA,ESPINACAS,0.45,2860,Verdura
GUADALAJARA,HUEVOS,33.08,211964,Huevos
GUADALAJARA,OVINO,1.43,9140,Carne
GUADALAJARA,PANCHITO,0.22,1395,Fruta
GUADALAJARA,PATATA,2.18,14000,Patata
GUADALAJARA,PAVO,0.55,3500,Pollo
GUADALAJARA,PISTACHO,0.13,837,Fruta
GUADALAJARA,POLLO,14.85,95172,Pollo
GUADALAJARA,PORCINO,1.83,11700,Carne
GUADALAJARA,PUERROS,0.13,850,Verdura
GUADALAJARA,TRUCHA,5.89,37726,Pescado
GUADALAJARA,VACUNO,0.86,5540,Carne
GUIPUZCOA,ABADEJO,2.65,349042,Pescado
GUIPUZCOA,ACEDIAS,0,565,Pescado
GUIPUZCOA,ALACHA,0,70,Pescado
GUIPUZCOA,ALIGOTE,0.91,119609,Pescado
GUIPUZCOA,ALMEJA,0.17,22320,Marisco
GUIPUZCOA,ALMEJAS,0.22,28769,Marisco
GUIPUZCOA,ANCHOA,0,317,Pescado
GUIPUZCOA,AÑOJO,0.1,13490,Carne
GUIPUZCOA,ATUN,1.69,223095,Pescado
GUIPUZCOA,BACALADILLA-LIRIO,0.51,66777,Pescado
GUIPUZCOA,BACALAO,6.55,864018,Pescado
GUIPUZCOA,BACALAO,0.22,29633,Pescado congelado
GUIPUZCOA,BAILAS,0,176,Pescado
GUIPUZCOA,BERBERECHO,0.05,6261,Marisco
GUIPUZCOA,BERTORELLAS,0,176,Pescado
GUIPUZCOA,BESUGO,0.08,10419,Pescado
GUIPUZCOA,BIGAROS,0.03,4585,Marisco
GUIPUZCOA,BOCARTE,0.01,1580,Pescado
GUIPUZCOA,BOGAS,0.03,4245,Pescado
GUIPUZCOA,BOGAVANTE,0.05,7062,Marisco
GUIPUZCOA,BONITO,0.21,27399,Pescado
GUIPUZCOA,BONITO,0,540,Pescado congelado
GUIPUZCOA,BOQUERON,5.5,726246,Pescado
GUIPUZCOA,BOQUERON,0.23,30680,Pescado congelado
GUIPUZCOA,BROTOLA,0.02,2559,Pescado
GUIPUZCOA,BUEY,0.28,37346,Marisco
GUIPUZCOA,CABALLA,1.81,239127,Pescado
GUIPUZCOA,CABRACHO,0,525,Pescado
GUIPUZCOA,CACHUCHO,0.06,8567,Pescado
GUIPUZCOA,CALAMAR,3.85,507571,Pescado
GUIPUZCOA,CALAMAR,0.25,33329,Pescado congelado
GUIPUZCOA,CALAMARES,0.04,5667,Pescado congelado
